PubMed_IDs_TP,PubMed_IDs_FP,PubMed_IDs_R
"36764966, 36552107, 35652247, 34158656, 34089599, 33180910, 32271980, 31325458, 30518964, 30500531, 30487533, 30449620, 15063009, 12475394, 12196110, 11853547, 11327762, 10746767, 9846757, 9791090, 37678442, 36791202, 36764966, 34671320, 34158656, 34089599, 32271980, 32036693, 30518964, 30500531, 30487533, 30449620, 29057588, 28485065, 27634066, 27224272, 26269236, 25904310, 25217372, 25004095, 38260337, 38231857, 38231762, 38231708, 38216747, 38130897, 38113985, 38081543, 38068820, 38047304, 38042372, 38041774, 38038705, 38035766, 38030809, 38008189, 38003140, 37993711, 37992155, 37984611","38261263, 38260939, 38260204, 38260175, 38259437, 38257736, 38257350, 38255286, 38255256, 38254648, 38254621, 38253562, 38251035, 38251021, 38250818, 38250723, 38248581, 38247639, 38241718, 38241508, 38259250, 38257854, 38257188, 38256160, 38255022, 38252195, 38250649, 38248266, 38247074, 38246426, 38242202, 38237886, 38236229, 38232713, 38232228, 38231777, 38229803, 38228675, 38227304, 38226960","38260602, 38257179, 38242911, 38242815, 38238100, 38218377, 38212382, 38202419, 38194942, 38190487, 38185376, 38185038, 38183980, 38178557, 38163409, 38160938, 38159785, 38158148, 38151567, 38143800, 38261263, 38260939, 38260624, 38260602, 38260464, 38260204, 38260175, 38260141, 38259437, 38257736, 38257350, 38255934, 38255789, 38255286, 38255256, 38254648, 38254621, 38253565, 38253562, 38251035, 37042078, 34806426, 34158656, 32576096, 32562609, 31452911, 30506007, 29973704, 28838782, 28697128, 28385584, 27846137, 27501174, 27014754, 26640129, 25787269, 25579870, 25434010, 25179575, 24906040"
"38260869, 38245637, 38240984, 38240209, 38239365, 38234006, 38231200, 38217033, 38200763, 38199482, 38194829, 38187371, 38181526, 38177086, 38171427, 38169639, 38163557, 38151490, 38140300, 38137976, 38225709, 38195757, 38176897, 38157351, 38145852, 38113752, 38086007, 38048879, 38037542, 38012477, 37944871, 37902616, 37900123, 37827341, 37814787, 37805946, 37781872, 37777004, 37727634, 37713114, 38257853, 38257071, 38256336, 38255668, 38254294, 38254254, 38252923, 38248822, 38246446, 38238339, 38237669, 38231614, 38226325, 38220216, 38201860, 38201107, 38200864, 38199972, 38185280, 38181601, 38239194, 38213102, 38151022, 38147943, 38132283, 38129058, 38129008, 38114152, 38105432, 38100549, 38087025, 38072293, 38053727, 38024872, 37995390, 37982821, 37981958, 37977404, 37929761, 37919522","38260829, 38260598, 38260318, 38260314, 38259439, 38259028, 38259012, 38258758, 38258029, 38257756, 38257377, 38257141, 38256879, 38256369, 38256339, 38256160, 38256111, 38256082, 38256018, 38255906, 38260869, 38260564, 38259441, 38259024, 38257157, 38256160, 38250016, 38249182, 38248469, 38245947, 38243978, 38240209, 38238810, 38237565, 38234341, 38226468, 38225921, 38224408, 38223037, 38220791","38230815, 38214704, 38203468, 38201073, 38200864, 38194259, 38147804, 38139055, 38136885, 38081585, 38078496, 38072238, 38043272, 38022527, 37999384, 37976941, 37959108, 37939952, 37913700, 37910392, 38223452, 38181823, 38152123, 38056459, 38016344, 38010168, 37978573, 37972724, 37950067, 37942583, 37850965, 37808673, 37712426, 37709134, 37680073, 37620226, 37536115, 37467886, 37459922, 37432375"
"38250763, 38241178, 38215360, 38204451, 38204447, 38200573, 38200411, 38172446, 38118368, 38106287, 38097539, 38065409, 38062430, 38039962, 38019590, 38017473, 38014700, 37999809, 37989416, 37985722, 38252058, 38233948, 38220020, 38191517, 38187747, 38183754, 38178369, 38172281, 38159123, 38139356, 38139153, 38133321, 38128454, 38102298, 38096814, 38075897, 38061277, 38060122, 38057920, 38051048, 38195495, 38179042, 38151037, 38140723, 38128397, 38126951, 38108203, 38060238, 38055375, 38032175, 38020192, 38018771, 37999912, 37929952, 37882039, 37812215, 37792307, 37789170, 37775724, 37775601","38247655, 38242806, 38225276, 38191877, 38133203, 38133183, 38117674, 38114525, 38062361, 38052492, 38031521, 38031000, 38018988, 38015202, 38004689, 38003197, 37982858, 37982596, 37965263, 37956858, 38260499, 38260026, 38259062, 38258052, 38257345, 38256908, 38256090, 38255940, 38255858, 38255808, 38255676, 38254832, 38254713, 38254454, 38254353, 38254010, 38253808, 38253695, 38253385, 38252831","38242159, 38231217, 38202077, 38188564, 38179476, 38160825, 38153618, 38126212, 38097581, 38078780, 38065098, 38057501, 38051048, 38029212, 38029084, 38002922, 38001535, 37984648, 37977729, 37954160, 38258992, 38258060, 38251428, 38250161, 38249924, 38248649, 38244256, 38241918, 38238472, 38236694, 38236692, 38235894, 38234883, 38232538, 38231198, 38230782, 38229325, 38229309, 38227599, 38225845"
"38232140, 38183614, 38114968, 38089944, 37647637, 37636573, 37542123, 37368932, 37294305, 37237815, 37234511, 37173423, 36917195, 36733389, 36726959, 36705593, 36695173, 36644740, 36345854, 36286982, 38257885, 38257256, 38256916, 38228935, 38202855, 38202632, 38192289, 38185395, 38184513, 38182334, 38179447, 38178639, 38165983, 38157688, 38152911, 38147233, 38145709, 38138964, 38137996, 38137382","38261237, 38261222, 38261091, 38261085, 38261031, 38260905, 38260882, 38260875, 38260697, 38260681, 38260642, 38259987, 38259593, 38259588, 38259418, 38259232, 38259199, 38258722, 38258396, 38258202, 38242827, 38232858, 38225845, 38224139, 38223045, 38219116, 38218822, 38212977, 38196634, 38192148, 38191218, 38190434, 38189367, 38186701, 38152499, 38141792, 38141250, 38135953, 38133320, 38130844","38260960, 38260539, 38260072, 38256076, 38254686, 38254676, 38254181, 38253478, 38253323, 38251788, 38251338, 38251002, 38250937, 38249807, 38247641, 38247612, 38247604, 38247591, 38247134, 38246992, 38260564, 38260103, 38259963, 38257131, 38247604, 38247591, 38242249, 38242132, 38240185, 38238389, 38236896, 38236049, 38235490, 38235433, 38234830, 38233647, 38232618, 38232140, 38228143, 38227048"
"38254567, 38249458, 38246384, 38246077, 38239731, 38239215, 38237464, 38229154, 38225342, 38219995, 38203833, 38202388, 38201113, 38199463, 38199002, 38197657, 38194134, 38190904, 38190873, 38188657, 38260076, 38259281, 38258376, 38257850, 38256037, 38254941, 38254447, 38254181, 38253195, 38246373, 38243750, 38242234, 38239846, 38238389, 38236693, 38236025, 38235358, 38234846, 38233814, 38232812, 37962470, 37653339, 37593224, 37546756, 37438989, 37245767, 37167952, 37002975, 36987098, 36942744, 36609873, 36444889, 36179671, 36008672, 35909010, 35883674, 35640890, 35519822, 35382490, 35338210","38261094, 38260849, 38260799, 38260696, 38260634, 38260213, 38260186, 38260163, 38260125, 38260062, 38259938, 38259844, 38259827, 38259686, 38259660, 38259651, 38259645, 38259560, 38259530, 38259459","38260910, 38260892, 38260877, 38257941, 38256616, 38250741, 38249961, 38247520, 38240508, 38239365, 38238684, 38237767, 38237547, 38235358, 38233815, 38233814, 38229829, 38229613, 38229068, 38225663, 38260888, 38260686, 38257859, 38254567, 38254447, 38252392, 38250578, 38249458, 38249397, 38248632, 38246555, 38246384, 38246373, 38246077, 38244411, 38244332, 38241856, 38240561, 38239731, 38239725, 38254181, 38246373, 38246103, 38242234, 38238389, 38233085, 38232812, 38229154, 38229087, 38223254, 38212002, 38203592, 38196658, 38194134, 38193195, 38192296, 38188577, 38184970, 38183944, 38171204"
"38172339, 37654670, 36700195, 36059482, 35969834, 35511399, 35488106, 35460929, 34987741, 34777363, 34653248, 34274493, 34249005, 34043764, 33845259, 32801142, 32793207, 32793150, 32765499, 32682948, 38066845, 38065767, 38044071, 37764025, 37596535, 37480848, 37386935, 37352262, 37342922, 37311510, 37301257, 37244644, 37121094, 37087694, 37022173, 36997482, 36966873, 36941654, 36819591, 36794370, 38018321, 37890379, 37779681, 37775597, 37408450, 36699432, 36350750, 36052416, 35696020, 35681653, 35173989, 34695229, 34385892, 34342300, 34334382, 34043764, 33986499, 33767400, 33514924, 33483877","38259542, 38259277, 38256646, 38256031, 38253868, 38252122, 38247827, 38247313, 38246003, 38243840, 38242439, 38241630, 38239381, 38238616, 38238452, 38236925, 38235129, 38233701, 38232716, 38232336, 38261085, 38261031, 38260886, 38260642, 38259903, 38259485, 38259409, 38258968, 38258202, 38258128, 38258024, 38258022, 38257966, 38257953, 38257840, 38257256, 38256937, 38256901, 38256349, 38256301","38259542, 38259277, 38258793, 38256646, 38256031, 38254702, 38253868, 38252122, 38247827, 38247313, 38246003, 38243840, 38242439, 38241896, 38241630, 38239381, 38239049, 38238616, 38238452, 38236925, 38252387, 38248481, 38245564, 38231688, 38219864, 38203738, 38200051, 38179421, 38163085, 38149007, 38144726, 38126785, 38107732, 38099485, 38087724, 38078655, 38068966, 38065935, 38061600, 38050216"
"38260336, 38251688, 38250325, 38248311, 38247827, 38246002, 38244773, 38243600, 38242867, 38242769, 38240892, 38239352, 38234396, 38231165, 38226976, 38226974, 38225288, 38221520, 38217977, 38217590, 38215900, 38164756, 38147209, 38111016, 38090585, 38023726, 37908732, 37727784, 37607971, 37522861, 37188395, 37156551, 37145278, 37047500, 37033987, 37019470, 36961507, 36933554, 36914208, 36900382, 37541134, 36428578, 35960818, 34977677, 34467251, 34058386, 32492858, 31182835, 9015215, 34467251","38261130, 38260884, 38260789, 38260726, 38260716, 38260706, 38260654, 38260616, 38260514, 38260408, 38260351, 38260301, 38260021, 38258917, 38258771, 38258073, 38256875, 38256229, 38256087, 38256072, 38237954, 38235665, 38224354, 38224353, 38215304, 38215011, 38207159, 38203176, 38197892, 38184031, 38183732, 38175806, 38169521, 38165222, 38153917, 38150388, 38147644, 38138053, 38117167, 38114217","38260637, 38260522, 38260519, 38260484, 38260336, 38260002, 38259990, 38259496, 38257167, 38255242, 38253164, 38251688, 38251026, 38250890, 38250325, 38249726, 38248874, 38248311, 38247827, 38246002, 38256875, 38255834, 38253560, 38249022, 38243871, 38241798, 38240694, 38240497, 38233866, 38224812, 38222286, 38220093, 38212900, 38211650, 38203804, 38191764, 38191672, 38191060, 38189841, 38180813"
"38140602, 37988467, 37623434, 36871192, 36761777, 34767456, 33092214, 30336982, 29953499, 29382759, 28436935, 28052131, 29263897, 27068814, 26981201, 26043155, 25982276, 24200242, 23827971, 23632891, 38246265, 38241502, 38241362, 38218422, 38216101, 38199194, 38199193, 38197985, 38195569, 38166582, 38165941, 38155268, 38142068, 38140602, 38134593, 38101018, 38098360, 38098267, 38062041, 38043934, 38216551, 38123979, 38111016, 38042584, 37937842, 37904191, 37828002, 37788104, 37731616, 37604640, 37542037, 37527761, 37503215, 37486206, 37441266, 37388243, 37344596, 37327788, 37258040, 37256936","38256877, 38255939, 38255297, 38255248, 38255212, 38254735, 38253217, 38253154, 38251858, 38250065, 38248473, 38246725, 38246578, 38246519, 38245346, 38244934, 38244770, 38243959, 38243570, 38243334, 38261161, 38260699, 38260624, 38260573, 38260402, 38260335, 38259486, 38257787, 38252353, 38251917, 38250832, 38250150, 38247840, 38244845, 38241695, 38241459, 38239193, 38238293, 38237593, 38237079","38261139, 38260850, 38260810, 38260691, 38260585, 38260570, 38260493, 38260449, 38260392, 38260364, 38260325, 38260290, 38260287, 38260254, 38260159, 38259971, 38259849, 38259466, 38259464, 38259453, 38245740, 38243131, 38242069, 38236019, 38155268, 38148542, 38144147, 38142092, 38098267, 38076066, 38064256, 38050187, 38048161, 37923359, 37893570, 37890986, 37854402, 37811103, 37809915, 37759261"
"38201217, 38047281, 37828118, 37674017, 37470057, 37130522, 37028427, 36758207, 36704753, 36685549, 36103746, 35430299, 35406786, 35143312, 34580428, 34146908, 33832859, 33469015, 33406722, 33080014, 38089584, 37954617, 37790460, 37781631, 37653265, 37503341, 37492578, 37465668, 37453064, 37286599, 37251386, 36972796, 36946983, 36918189, 36880999, 36866043, 36807146, 36792123, 36741401, 36685557, 38054006, 38019655, 37863812, 36758378, 36162919, 35998585, 34081922, 33980589, 33625943, 33531713, 33349708, 32640051, 32117205, 31974758, 31157930, 30337411, 30260317, 29996102, 29713321, 29425504","38257125, 38256924, 38255858, 38254678, 38254345, 38250060, 38247865, 38247818, 38247489, 38245877, 38245675, 38244071, 38243672, 38242419, 38240659, 38239368, 38239200, 38238529, 38236787, 38236446","38244542, 38228961, 38218545, 38180236, 38179419, 38177678, 38177500, 38167979, 38147622, 38123840, 38123534, 38106115, 38072929, 38072282, 38045374, 38038269, 38036964, 38016975, 38001088, 37998323, 37198234, 37085274, 36986819, 36812914, 36525505, 36130129, 35950218, 35012554, 34810224, 34048501, 33685720, 33469015, 32973756, 32929049, 32400942, 32112927, 31880088, 31358841, 31053503, 30291309"
"38237727, 38236413, 38235438, 38224371, 38201568, 38170178, 38115685, 38048944, 38047257, 38043039, 38036289, 38022633, 37999132, 37998391, 37974524, 37927614, 37925066, 37902466, 37890355, 37877303, 38247992, 38243388, 38239642, 38237727, 38236413, 38235438, 38224371, 38213330, 38201568, 38192502, 38181249, 38175436, 38157308, 38152012, 38115685, 38088788, 38073864, 38067371, 38051830, 38048944, 34115827, 38175436, 38090582, 38036289, 38015484, 37999132, 37971624, 37950994, 37948573, 37919795, 37919137, 37883980, 37845021, 37841001, 37830594, 37810974, 37802757, 37700809, 37669110, 37654486, 37648672","38261398, 38261299, 38261271, 38261256, 38261245, 38261227, 38261143, 38261133, 38261075, 38260994, 38260871, 38260783, 38260775, 38260715, 38260631, 38260608, 38260588, 38260577, 38260547, 38260530, 38261310, 38261309, 38261020, 38260914, 38260663, 38260617, 38260515, 38260468, 38260449, 38260281, 38260235, 38260105, 38259709, 38259707, 38259408, 38258702, 38258442, 38257993, 38257124, 38256897","38247992, 38243388, 38239642, 38239551, 38237727, 38237257, 38236413, 38235438, 38224371, 38223508, 38222437, 38219917, 38219481, 38213330, 38201568, 38192502, 38181249, 38177069, 38175704, 38175436, 38256115, 38247992, 38245472, 38243786, 38243388, 38239642, 38238209, 38237727, 38236413, 38235438, 38229268, 38224371, 38222200, 38213330, 38201644, 38201568, 38192502, 38181249, 38175438, 38175436"
"38254829, 38254742, 38246566, 38246194, 38243078, 38236249, 38234360, 38225106, 38217840, 38212945, 38212124, 38203846, 38201618, 38200779, 38197138, 38193381, 38192613, 38189627, 38188483, 38188465, 38257366, 38255322, 38254829, 38254742, 38251783, 38243705, 38243170, 38238030, 38228729, 38225106, 38225103, 38215748, 38214075, 38212126, 38203670, 38203586, 38201559, 38201238, 38199384, 38193476, 38259453, 38062129, 37918715, 37848682, 37768208, 37743772, 37727793, 37723642, 37723590, 37716165, 37713507, 37654972, 37651886, 37639020, 37573685, 37539479, 37446081, 37427589, 37401875, 37373038, 38259475, 38258342, 38258042, 38256455, 38254829, 38254742, 38252910, 38248787, 38248113, 38246194, 38243078, 38238578, 38237304, 38236249, 38233101, 38232612, 38226313, 38225106, 38222108, 38217840","38260430, 38259434, 38259136, 38259063, 38257109, 38256277, 38255676, 38255243, 38254689, 38253680, 38253385, 38251849, 38250841, 38250469, 38250144, 38250017, 38249971, 38248345, 38247879, 38247862, 38260691, 38260582, 38260568, 38259505, 38259497, 38259136, 38259065, 38258662, 38256101, 38256090, 38255939, 38255874, 38255845, 38255764, 38255287, 38255283, 38255223, 38255212, 38255158, 38255143","38261316, 38260854, 38260831, 38259857, 38259466, 38259453, 38258988, 38258342, 38258070, 38258042, 38257245, 38256441, 38256193, 38255993, 38255725, 38255322, 38254897, 38254871, 38254829, 38254823, 38259481, 38259453, 38259448, 38259435, 38257366, 38257275, 38255322, 38255251, 38254897, 38254829, 38254798, 38254782, 38254746, 38254742, 38254257, 38254190, 38253219, 38252908, 38250065, 38250037"
"38184500, 38173174, 38163708, 38157451, 38110964, 38078699, 38069446, 38068850, 38039189, 38023976, 38010872, 37976650, 37936449, 37930276, 37901448, 37898288, 37891965, 37876938, 37850313, 37842912, 38158691, 38147604, 38133321, 38124090, 38094217, 38078655, 38059748, 38038481, 38038385, 38005855, 37990426, 37971273, 37940667, 37897434, 37861390, 37774039, 37772795, 37771255, 37739064, 37734419, 38203712, 37049536, 36881831, 36459135, 36323781, 34957435, 34386321, 33629196, 33086747, 32779098, 32194242, 31067701, 30619314, 30228258, 30209212, 29540593, 27098414, 27029237, 25849893, 25533952, 38158691, 38147604, 38124090, 38094217, 38078655, 38059748, 38038481, 38005855, 37990426, 37971273, 37940667, 37897434, 37861390, 37774039, 37772795, 37771255, 37739064, 37734419, 37732778, 37723664, 38184500, 38173174, 38163708, 38157451, 38111669, 38110964, 38078699, 38069446, 38068850, 38061600, 38047401, 38039189, 38024826, 38023976, 38010872, 38006619, 38001042, 38000581, 37976650, 37959758","38261012, 38260913, 38260885, 38260692, 38260681, 38260657, 38260601, 38260181, 38260129, 38259984, 38259934, 38259924, 38259288, 38259224, 38259067, 38258960, 38258958, 38258643, 38258629, 38258451, 38261148, 38261107, 38261095, 38261012, 38260907, 38260882, 38260881, 38260746, 38260740, 38260684, 38260564, 38260544, 38260533, 38260444, 38260415, 38260371, 38260349, 38260286, 38260272, 38259984, 38261247, 38261080, 38260913, 38260504, 38260457, 38260287, 38260187, 38260105, 38260013, 38259934, 38259924, 38259923, 38259919, 38259482, 38259473, 38259303, 38258960, 38258779, 38258778, 38258643, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259372, 38259170, 38258899, 38258649, 38258401, 38258152, 38257905, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259372, 38259170, 38258899, 38258649, 38258401, 38258152, 38257905, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259170, 38258899, 38258649, 38258401, 38258152, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38257034, 38256941","38261080, 38259482, 38258779, 38257954, 38257155, 38257077, 38256745, 38255163, 38254678, 38252301, 38252300, 38251022, 38250922, 38250772, 38249577, 38247498, 38247461, 38246731, 38244934, 38244675, 38260564, 38259280, 38258081, 38256868, 38254686, 38252282, 38250422, 38249263, 38247856, 38237770, 38236396, 38231198, 38229862, 38229107, 38227662, 38225740, 38224920, 38221993, 38217641, 38216746, 38258081, 38257283, 38257186, 38255909, 38254686, 38253730, 38250422, 38247395, 38246999, 38243258, 38242861, 38242264, 38238856, 38238696, 38236396, 38234872, 38232664, 38230432, 38229111, 38227962, 33220263, 20828392, 20033069, 35304278, 33220263, 28607160, 25032221, 21770770, 16019714, 15373882, 12071680, 11367873, 10029544, 38261148, 38261107, 38261095, 38261012, 38260907, 38260882, 38260881, 38260746, 38260740, 38260684, 38260564, 38260544, 38260533, 38260444, 38260415, 38260371, 38260349, 38260286, 38260272, 38259984"
